AUGBL,AUGCP,AUGDT,BDIF2,BDIFF,BELNR,BSCHL,BUKRS,BUZEI,DMBTR,FCSL,FDTAG,FDWBT,FKONT,FWBAS,FWZUZ,GBETR,GJAHR,HWBAS,HWZUZ,KOART,KOKRS,KURSR,KZBTR,LWBTR,LWSTS,MANDT,MWSTS,PSWBT,PSWSL,QSSHB,RFCCUR,SHKZG,TXBFW,TXBHW,TXDAT_FROM,TXGRP,VALUT,VORGN,WMWST,WRBTR,ZUONR
1500000286,06/01/2026,06/01/2026,0.00,0.00,1500000286,25,US00,002,"2,549.75","2,549.75",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,549.75",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"2,549.75",
,00/00/0000,00/00/0000,0.00,0.00,1500000287,50,US00,001,"2,962.08","2,962.08",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,962.08",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"2,962.08",20260601
1500000287,06/01/2026,06/01/2026,0.00,0.00,1500000287,25,US00,002,"2,962.08","2,962.08",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,962.08",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"2,962.08",
,00/00/0000,00/00/0000,0.00,0.00,1500000288,50,US00,001,943.92,943.92,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,943.92,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,943.92,20260601
1500000288,06/01/2026,06/01/2026,0.00,0.00,1500000288,25,US00,002,943.92,943.92,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,943.92,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,943.92,
,00/00/0000,00/00/0000,0.00,0.00,1500000289,50,US00,001,844.48,844.48,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,844.48,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,844.48,20260601
1500000289,06/01/2026,06/01/2026,0.00,0.00,1500000289,25,US00,002,844.48,844.48,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,844.48,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,844.48,
,00/00/0000,00/00/0000,0.00,0.00,1500000290,50,US00,001,"1,744.75","1,744.75",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,744.75",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,744.75",20260601
1500000290,06/01/2026,06/01/2026,0.00,0.00,1500000290,25,US00,002,"1,744.75","1,744.75",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,744.75",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,744.75",
,00/00/0000,00/00/0000,0.00,0.00,1500000291,50,US00,001,"1,760.50","1,760.50",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,760.50",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,760.50",20260601
1500000291,06/01/2026,06/01/2026,0.00,0.00,1500000291,25,US00,002,"1,760.50","1,760.50",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,760.50",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,760.50",
,00/00/0000,00/00/0000,0.00,0.00,1500000292,50,US00,001,"1,199.45","1,199.45",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,199.45",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,199.45",20260601
1500000292,06/01/2026,06/01/2026,0.00,0.00,1500000292,25,US00,002,"1,199.45","1,199.45",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,199.45",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,199.45",
,00/00/0000,00/00/0000,0.00,0.00,1500000293,50,US00,001,"2,415.00","2,415.00",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,415.00",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"2,415.00",20260601
1500000293,06/01/2026,06/01/2026,0.00,0.00,1500000293,25,US00,002,"2,415.00","2,415.00",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,415.00",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"2,415.00",
,00/00/0000,00/00/0000,0.00,0.00,1500000294,50,US00,001,"1,482.24","1,482.24",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,482.24",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,482.24",20260601
1500000294,06/01/2026,06/01/2026,0.00,0.00,1500000294,25,US00,002,"1,482.24","1,482.24",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,482.24",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,482.24",
,00/00/0000,00/00/0000,0.00,0.00,1500000295,50,US00,001,652.96,652.96,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,652.96,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,652.96,20260601
1500000295,06/01/2026,06/01/2026,0.00,0.00,1500000295,25,US00,002,652.96,652.96,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,652.96,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,652.96,
,00/00/0000,00/00/0000,0.00,0.00,1500000296,50,US00,001,755.64,755.64,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,755.64,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,755.64,20260601
1500000296,06/01/2026,06/01/2026,0.00,0.00,1500000296,25,US00,002,755.64,755.64,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,755.64,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,755.64,
,00/00/0000,00/00/0000,0.00,0.00,1500000297,50,US00,001,"2,071.49","2,071.49",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,071.49",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"2,071.49",20260601
1500000297,06/01/2026,06/01/2026,0.00,0.00,1500000297,25,US00,002,"2,071.49","2,071.49",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,071.49",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"2,071.49",
,00/00/0000,00/00/0000,0.00,0.00,1500000298,50,US00,001,829.60,829.60,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,829.60,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,829.60,20260601
1500000298,06/01/2026,06/01/2026,0.00,0.00,1500000298,25,US00,002,829.60,829.60,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,829.60,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,829.60,
,00/00/0000,00/00/0000,0.00,0.00,1500000299,50,US00,001,"2,180.20","2,180.20",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,180.20",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"2,180.20",20260601
1500000299,06/01/2026,06/01/2026,0.00,0.00,1500000299,25,US00,002,"2,180.20","2,180.20",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,180.20",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"2,180.20",
,00/00/0000,00/00/0000,0.00,0.00,1500000300,50,US00,001,"3,171.25","3,171.25",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"3,171.25",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"3,171.25",20260601
1500000300,06/01/2026,06/01/2026,0.00,0.00,1500000300,25,US00,002,"3,171.25","3,171.25",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"3,171.25",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"3,171.25",
,00/00/0000,00/00/0000,0.00,0.00,1500000301,50,US00,001,752.36,752.36,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,752.36,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,752.36,20260601
1500000301,06/01/2026,06/01/2026,0.00,0.00,1500000301,25,US00,002,752.36,752.36,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,752.36,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,752.36,
,00/00/0000,00/00/0000,0.00,0.00,1500000302,50,US00,001,"3,100.30","3,100.30",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"3,100.30",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"3,100.30",20260601
1500000302,06/01/2026,06/01/2026,0.00,0.00,1500000302,25,US00,002,"3,100.30","3,100.30",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"3,100.30",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"3,100.30",
,00/00/0000,00/00/0000,0.00,0.00,1500000303,50,US00,001,492.58,492.58,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,492.58,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,492.58,20260601
1500000303,06/01/2026,06/01/2026,0.00,0.00,1500000303,25,US00,002,492.58,492.58,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,492.58,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,492.58,
,00/00/0000,00/00/0000,0.00,0.00,1500000304,50,US00,001,863.26,863.26,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,863.26,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,863.26,20260601
1500000304,06/01/2026,06/01/2026,0.00,0.00,1500000304,25,US00,002,863.26,863.26,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,863.26,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,863.26,
,00/00/0000,00/00/0000,0.00,0.00,1500000305,50,US00,001,"2,058.00","2,058.00",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,058.00",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"2,058.00",20260601
1500000305,06/01/2026,06/01/2026,0.00,0.00,1500000305,25,US00,002,"2,058.00","2,058.00",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,058.00",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"2,058.00",
,00/00/0000,00/00/0000,0.00,0.00,1500000306,50,US00,001,533.14,533.14,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,533.14,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,533.14,20260601
1500000306,06/01/2026,06/01/2026,0.00,0.00,1500000306,25,US00,002,533.14,533.14,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,533.14,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,533.14,
,00/00/0000,00/00/0000,0.00,0.00,1500000307,50,US00,001,"2,009.04","2,009.04",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,009.04",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"2,009.04",20260601
1500000307,06/01/2026,06/01/2026,0.00,0.00,1500000307,25,US00,002,"2,009.04","2,009.04",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,009.04",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"2,009.04",
,00/00/0000,00/00/0000,0.00,0.00,1500000308,50,US00,001,835.45,835.45,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,835.45,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,835.45,20260601
1500000308,06/01/2026,06/01/2026,0.00,0.00,1500000308,25,US00,002,835.45,835.45,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,835.45,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,835.45,
,00/00/0000,00/00/0000,0.00,0.00,1500000309,50,US00,001,"1,964.73","1,964.73",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,964.73",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,964.73",20260601
1500000309,06/01/2026,06/01/2026,0.00,0.00,1500000309,25,US00,002,"1,964.73","1,964.73",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,964.73",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,964.73",
,00/00/0000,00/00/0000,0.00,0.00,1500000310,50,US00,001,"2,587.50","2,587.50",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,587.50",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"2,587.50",20260601
1500000310,06/01/2026,06/01/2026,0.00,0.00,1500000310,25,US00,002,"2,587.50","2,587.50",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,587.50",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"2,587.50",
,00/00/0000,00/00/0000,0.00,0.00,1500000311,50,US00,001,702.10,702.10,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,702.10,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,702.10,20260601
1500000311,06/01/2026,06/01/2026,0.00,0.00,1500000311,25,US00,002,702.10,702.10,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,702.10,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,702.10,
,00/00/0000,00/00/0000,0.00,0.00,1500000312,50,US00,001,972.27,972.27,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,972.27,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,972.27,20260601
1500000312,06/01/2026,06/01/2026,0.00,0.00,1500000312,25,US00,002,972.27,972.27,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,972.27,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,972.27,
,00/00/0000,00/00/0000,0.00,0.00,1500000313,50,US00,001,803.10,803.10,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,803.10,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,803.10,20260601
1500000313,06/01/2026,06/01/2026,0.00,0.00,1500000313,25,US00,002,803.10,803.10,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,803.10,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,803.10,
,00/00/0000,00/00/0000,0.00,0.00,1500000314,50,US00,001,777.30,777.30,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,777.30,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,777.30,20260601
1500000314,06/01/2026,06/01/2026,0.00,0.00,1500000314,25,US00,002,777.30,777.30,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,777.30,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,777.30,
,00/00/0000,00/00/0000,0.00,0.00,1500000315,50,US00,001,994.08,994.08,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,994.08,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,994.08,20260601
1500000315,06/01/2026,06/01/2026,0.00,0.00,1500000315,25,US00,002,994.08,994.08,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,994.08,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,994.08,
,00/00/0000,00/00/0000,0.00,0.00,1500000316,50,US00,001,641.76,641.76,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,641.76,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,641.76,20260601
1500000316,06/01/2026,06/01/2026,0.00,0.00,1500000316,25,US00,002,641.76,641.76,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,641.76,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,641.76,
,00/00/0000,00/00/0000,0.00,0.00,1500000317,50,US00,001,491.70,491.70,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,491.70,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,491.70,20260601
1500000317,06/01/2026,06/01/2026,0.00,0.00,1500000317,25,US00,002,491.70,491.70,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,491.70,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,491.70,
,00/00/0000,00/00/0000,0.00,0.00,1500000318,50,US00,001,"2,095.10","2,095.10",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,095.10",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"2,095.10",20260601
1500000318,06/01/2026,06/01/2026,0.00,0.00,1500000318,25,US00,002,"2,095.10","2,095.10",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,095.10",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"2,095.10",
,00/00/0000,00/00/0000,0.00,0.00,1500000319,50,US00,001,"2,682.12","2,682.12",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,682.12",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"2,682.12",20260601
1500000319,06/01/2026,06/01/2026,0.00,0.00,1500000319,25,US00,002,"2,682.12","2,682.12",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"2,682.12",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"2,682.12",
,00/00/0000,00/00/0000,0.00,0.00,1500000320,50,US00,001,811.89,811.89,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,811.89,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,811.89,20260601
1500000320,06/01/2026,06/01/2026,0.00,0.00,1500000320,25,US00,002,811.89,811.89,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,811.89,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,811.89,
,00/00/0000,00/00/0000,0.00,0.00,1500000321,50,US00,001,"1,413.00","1,413.00",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,413.00",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,413.00",20260601
1500000321,06/01/2026,06/01/2026,0.00,0.00,1500000321,25,US00,002,"1,413.00","1,413.00",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,413.00",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,413.00",
,00/00/0000,00/00/0000,0.00,0.00,1500000322,50,US00,001,809.10,809.10,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,809.10,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,809.10,20260601
1500000322,06/01/2026,06/01/2026,0.00,0.00,1500000322,25,US00,002,809.10,809.10,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,809.10,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,809.10,
,00/00/0000,00/00/0000,0.00,0.00,1500000323,50,US00,001,795.34,795.34,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,795.34,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,795.34,20260601
1500000323,06/01/2026,06/01/2026,0.00,0.00,1500000323,25,US00,002,795.34,795.34,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,795.34,USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,795.34,
,00/00/0000,00/00/0000,0.00,0.00,1500000324,50,US00,001,"1,774.80","1,774.80",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,774.80",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,774.80",20260601
1500000324,06/01/2026,06/01/2026,0.00,0.00,1500000324,25,US00,002,"1,774.80","1,774.80",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,774.80",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,774.80",
,00/00/0000,00/00/0000,0.00,0.00,1500000325,50,US00,001,"1,444.80","1,444.80",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,444.80",USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,"1,444.80",20260601
1500000325,06/01/2026,06/01/2026,0.00,0.00,1500000325,25,US00,002,"1,444.80","1,444.80",00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,K,NA00,0.00000,0.00,0.00,0.00,204,0.00,"1,444.80",USD,0.00,USD,S,0.00,0.00,00/00/0000,000,00/00/0000,RFBU,0.00,"1,444.80",
,00/00/0000,00/00/0000,0.00,0.00,1500000326,50,US00,001,510.84,510.84,00/00/0000,0.00,000,0.00,0.00,0.00,2026,0.00,0.00,S,NA00,0.00000,0.00,0.00,0.00,204,0.00,510.84,USD,0.00,USD,H,0.00,0.00,00/00/0000,000,06/01/2026,RFBU,0.00,510.84,20260601
