BNBTR,BPMNG,BPRME,BUALT,BUKRS,BUZEI,BUZUM,BWART,BWLVS,DMBTR,DMBUM,EBELN,EBELP,ELIKZ,ERFME,ERFMG,GJAHR,GSBER,INSMK,KDEIN,KDPOS,KOKRS,KOSTL,KZBEW,KZSTR,LFBJA,LFPOS,LGORT,LIFNR,LINE_DEPTH,LINE_ID,MAA_URZEI,MANDT,MATNR,MBLNR,MEINS,MENGE,MJAHR,PALAN,PARENT_ID,PARGB,PBAMG,RSNUM,RSPOS,SGTXT,SHKZG,SJAHR,SMBLP,TBNUM,TBPOS,WAERS,WERKS,ZEILE
0.00,0.000,,0.00,US00,000,000,563,000,192.20,0.00,,00000,,EA,7.800,2026,BI00,0,0000,000000,NA00,,,2,0000,0000,TG00,,00,000001,0000,204,FAID1800,4900038041,EA,7.800,2026,0,000000,BI00,0.000,0000000000,0000,Qualitätsprüfung bestanden.,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,0.000,,0.00,US00,000,000,563,000,274.81,0.00,,00000,,EA,19.200,2026,BI00,0,0000,000000,NA00,,,2,0000,0000,TG00,,00,000001,0000,204,RKIT1800,4900038042,EA,19.200,2026,0,000000,BI00,0.000,0000000000,0000,Qualitätsprüfung bestanden.,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,0.000,,0.00,US00,000,000,563,000,630.65,0.00,,00000,,EA,45.000,2026,BI00,0,0000,000000,NA00,,,2,0000,0000,TG00,,00,000001,0000,204,SHRT1800,4900038043,EA,45.000,2026,0,000000,BI00,0.000,0000000000,0000,Qualitätsprüfung bestanden.,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,0.000,,0.00,US00,000,000,563,000,322.47,0.00,,00000,,EA,23.000,2026,BI00,0,0000,000000,NA00,,,2,0000,0000,TG00,,00,000001,0000,204,SHRT1800,4900038044,EA,23.000,2026,0,000000,BI00,0.000,0000000000,0000,Qualitätsprüfung bestanden.,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,0.000,,0.00,US00,000,000,563,000,227.44,0.00,,00000,,EA,23.000,2026,BI00,0,0000,000000,NA00,,,2,0000,0000,TG00,,00,000001,0000,204,CAGE1800,4900038045,EA,23.000,2026,0,000000,BI00,0.000,0000000000,0000,Qualitätsprüfung bestanden.,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,0.000,,0.00,US00,000,000,563,000,136.68,0.00,,00000,,EA,3.400,2026,BI00,0,0000,000000,NA00,,,2,0000,0000,TG00,,00,000001,0000,204,KPAD1800,4900038046,EA,3.400,2026,0,000000,BI00,0.000,0000000000,0000,Qualitätsprüfung bestanden.,S,0000,0000,0000000000,0000,USD,MI00,0001
0.00,0.000,,0.00,US00,000,000,553,000,364.08,0.00,,00000,,EA,33.000,2026,BI00,0,0000,000000,NA00,NAPC1000,,2,0000,0000,TG00,,00,000001,0000,204,BOTL1800,4900038047,EA,33.000,2026,0,000000,BI00,0.000,0000000000,0000,Muss leider verschrottet werden.,H,0000,0000,0000000000,0000,USD,MI00,0001
0.00,0.000,,0.00,US00,000,000,553,000,116.13,0.00,,00000,,EA,5.600,2026,BI00,0,0000,000000,NA00,NAPC1000,,2,0000,0000,TG00,,00,000001,0000,204,PUMP1800,4900038048,EA,5.600,2026,0,000000,BI00,0.000,0000000000,0000,Muss leider verschrottet werden.,H,0000,0000,0000000000,0000,USD,MI00,0001
0.00,0.000,,0.00,US00,000,000,553,000,507.50,0.00,,00000,,EA,46.000,2026,BI00,0,0000,000000,NA00,NAPC1000,,2,0000,0000,TG00,,00,000001,0000,204,BOTL1800,4900038049,EA,46.000,2026,0,000000,BI00,0.000,0000000000,0000,Muss leider verschrottet werden.,H,0000,0000,0000000000,0000,USD,MI00,0001
0.00,0.000,,0.00,US00,000,000,553,000,424.00,0.00,,00000,,EA,12.400,2026,BI00,0,0000,000000,NA00,NAPC1000,,2,0000,0000,TG00,,00,000001,0000,204,CHLK1800,4900038050,EA,12.400,2026,0,000000,BI00,0.000,0000000000,0000,Muss leider verschrottet werden.,H,0000,0000,0000000000,0000,USD,MI00,0001
0.00,0.000,,0.00,US00,000,000,553,000,193.11,0.00,,00000,,EA,4.800,2026,BI00,0,0000,000000,NA00,NAPC1000,,2,0000,0000,TG00,,00,000001,0000,204,KPAD1800,4900038051,EA,4.800,2026,0,000000,BI00,0.000,0000000000,0000,Muss leider verschrottet werden.,H,0000,0000,0000000000,0000,USD,MI00,0001
