ARKUEMW,ARKUEN,BELNR,BEZNK,BLART,BLDAT,BUDAT,BUKRS,CPUDT,CPUTM,CTXKRS,GJAHR,KURSF,LIEFFMW,LIEFFN,LIFNR,LOGSYS,MAKZMW,MAKZN,MANDT,MONAT,MWSKZ1,QSFBT,QSSHB,RBSTAT,REBZJ,RMWWR,SAPRL,STJAH,TCODE,TXDAT,TXDAT_FROM,TXKRS,USNAM,VATDATE,VGART,WAERS,WMWST1,WMWST2,WSKTO,XMWST,XRBTX,XRECH,ZBD1P,ZBD1T,ZBD2P,ZBD2T,ZBD3T,ZFBDT
0.00,0.00,5105600494,0.00,RE,07/14/2026,06/01/2026,US00,07/15/2026,14:54:00,0.00000,2026,1.00000,0.00,0.00,0000108800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"2,551.50",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600495,0.00,RE,07/14/2026,06/01/2026,US00,07/15/2026,15:19:00,0.00000,2026,1.00000,0.00,0.00,0000107800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,462.50",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600496,0.00,RE,07/14/2026,06/01/2026,US00,07/15/2026,15:10:00,0.00000,2026,1.00000,0.00,0.00,0000108800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,554.40,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600497,0.00,RE,07/14/2026,06/01/2026,US00,07/15/2026,15:26:00,0.00000,2026,1.00000,0.00,0.00,0000106800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,629.05",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600498,0.00,RE,07/14/2026,06/01/2026,US00,07/15/2026,15:33:00,0.00000,2026,1.00000,0.00,0.00,0000105800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"6,760.08",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600499,0.00,RE,07/14/2026,06/01/2026,US00,07/15/2026,15:44:00,0.00000,2026,1.00000,0.00,0.00,0000108800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,627.50",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600500,0.00,RE,07/14/2026,06/01/2026,US00,07/15/2026,15:34:00,0.00000,2026,1.00000,0.00,0.00,0000108800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,551.04,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600501,0.00,RE,07/14/2026,06/01/2026,US00,07/15/2026,15:43:00,0.00000,2026,1.00000,0.00,0.00,0000101800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,697.00,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600502,0.00,RE,07/14/2026,06/01/2026,US00,07/15/2026,15:55:00,0.00000,2026,1.00000,0.00,0.00,0000108800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,656.60,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600503,0.00,RE,07/14/2026,06/01/2026,US00,07/15/2026,17:05:00,0.00000,2026,1.00000,0.00,0.00,0001003070,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"5,202.03",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600504,0.00,RE,07/14/2026,06/01/2026,US00,07/15/2026,16:00:00,0.00000,2026,1.00000,0.00,0.00,0000112800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"1,358.80",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600505,0.00,RE,07/14/2026,06/01/2026,US00,07/15/2026,16:08:00,0.00000,2026,1.00000,0.00,0.00,0000108800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"2,277.00",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600506,0.00,RE,07/14/2026,06/01/2026,US00,07/15/2026,17:03:00,0.00000,2026,1.00000,0.00,0.00,0000101800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,942.31,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600507,0.00,RE,07/14/2026,06/01/2026,US00,07/15/2026,16:16:00,0.00000,2026,1.00000,0.00,0.00,0000101800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,730.51,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600508,0.00,RE,07/14/2026,06/01/2026,US00,07/15/2026,16:19:00,0.00000,2026,1.00000,0.00,0.00,0000103800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,809.60,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600509,0.00,RE,07/14/2026,06/01/2026,US00,07/15/2026,17:46:00,0.00000,2026,1.00000,0.00,0.00,0000103800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,"2,187.36",758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600510,0.00,RE,07/14/2026,06/01/2026,US00,07/15/2026,17:47:00,0.00000,2026,1.00000,0.00,0.00,0000101800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,965.76,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,chief_accountant_US,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
0.00,0.00,5105600511,0.00,RE,07/14/2026,06/01/2026,US00,07/15/2026,19:00:00,0.00000,2026,1.00000,0.00,0.00,0000101800,A04CLNT204,0.00,0.00,204,06,XI,0.00,0.00,5,0000,904.86,758,0000,MIRO,00/00/0000,00/00/0000,1.00000,accounts_payable_clerk_mi00,00/00/0000,RD,USD,0.00,0.00,0.00,X,X,X,0.000,0,0.000,0,0,06/01/2026
