CHANGENR,CHANGE_IND,LANGU,MANDANT,OBJECTCLAS,OBJECTID,TCODE,UDATE,USERNAME,UTIME,VERSION,_DATAAGING
0000736074,U,D,204,ADRESSE,ME020000130321,,06/23/2026,inventory_manager_mi00,08:18:00,000,00/00/0000
0000736077,U,D,204,ADRESSE,ME020000130322,ME21N,06/22/2026,buyer_mi00,16:47:34,000,00/00/0000
0000736079,U,D,204,ADRESSE,ME020000130323,,06/23/2026,inventory_manager_mi00,09:05:17,000,00/00/0000
0000736082,U,D,204,ADRESSE,ME020000130324,ME21N,06/23/2026,buyer_mi00,08:09:00,000,00/00/0000
0000736084,U,D,204,ADRESSE,ME020000130325,,06/23/2026,inventory_manager_mi00,10:02:42,000,00/00/0000
0000736087,U,D,204,ADRESSE,ME020000130326,ME21N,06/23/2026,buyer_mi00,08:20:00,000,00/00/0000
0000736089,U,D,204,ADRESSE,ME020000130327,,06/23/2026,inventory_manager_mi00,10:32:04,000,00/00/0000
0000736092,U,D,204,ADRESSE,ME020000130328,ME21N,06/23/2026,buyer_mi00,10:50:42,000,00/00/0000
0000736094,U,D,204,ADRESSE,ME020000130329,,06/23/2026,inventory_manager_mi00,13:25:36,000,00/00/0000
0000736097,U,D,204,ADRESSE,ME020000130330,ME21N,06/23/2026,buyer_mi00,11:20:00,000,00/00/0000
0000736041,U,D,204,BANF,0010000452,ME21N,06/22/2026,buyer_mi00,09:24:00,000,00/00/0000
0000736034,I,D,204,BANF,0010000453,,06/22/2026,inventory_manager_mi00,08:25:00,000,00/00/0000
0000736046,U,D,204,BANF,0010000453,ME21N,06/22/2026,buyer_mi00,11:01:00,000,00/00/0000
0000736036,I,D,204,BANF,0010000454,,06/22/2026,inventory_manager_mi00,09:40:31,000,00/00/0000
0000736061,U,D,204,BANF,0010000454,ME21N,06/22/2026,buyer_mi00,13:18:00,000,00/00/0000
0000736038,I,D,204,BANF,0010000455,,06/22/2026,inventory_manager_mi00,10:25:04,000,00/00/0000
0000736051,U,D,204,BANF,0010000455,ME21N,06/22/2026,buyer_mi00,11:49:04,000,00/00/0000
0000736043,I,D,204,BANF,0010000456,,06/22/2026,inventory_manager_mi00,11:12:25,000,00/00/0000
0000736056,U,D,204,BANF,0010000456,ME21N,06/22/2026,buyer_mi00,13:03:00,000,00/00/0000
0000736048,I,D,204,BANF,0010000457,,06/22/2026,inventory_manager_mi00,11:34:25,000,00/00/0000
0000736066,U,D,204,BANF,0010000457,ME21N,06/22/2026,buyer_mi00,13:48:25,000,00/00/0000
0000736053,I,D,204,BANF,0010000458,,06/22/2026,inventory_manager_mi00,14:23:51,000,00/00/0000
0000736071,U,D,204,BANF,0010000458,ME21N,06/22/2026,buyer_mi00,16:16:51,000,00/00/0000
0000736058,I,D,204,BANF,0010000459,,06/22/2026,inventory_manager_mi00,15:28:02,000,00/00/0000
0000736081,U,D,204,BANF,0010000459,ME21N,06/23/2026,buyer_mi00,08:09:00,000,00/00/0000
0000736063,I,D,204,BANF,0010000460,,06/22/2026,inventory_manager_mi00,15:52:34,000,00/00/0000
0000736076,U,D,204,BANF,0010000460,ME21N,06/22/2026,buyer_mi00,16:47:34,000,00/00/0000
0000736068,I,D,204,BANF,0010000461,,06/22/2026,inventory_manager_mi00,16:06:34,000,00/00/0000
0000736086,U,D,204,BANF,0010000461,ME21N,06/23/2026,buyer_mi00,08:20:00,000,00/00/0000
0000736073,I,D,204,BANF,0010000462,,06/23/2026,inventory_manager_mi00,08:18:00,000,00/00/0000
0000736096,U,D,204,BANF,0010000462,ME21N,06/23/2026,buyer_mi00,11:20:00,000,00/00/0000
0000736078,I,D,204,BANF,0010000463,,06/23/2026,inventory_manager_mi00,09:05:17,000,00/00/0000
0000736083,I,D,204,BANF,0010000464,,06/23/2026,inventory_manager_mi00,10:02:42,000,00/00/0000
0000736091,U,D,204,BANF,0010000464,ME21N,06/23/2026,buyer_mi00,10:50:42,000,00/00/0000
0000736088,I,D,204,BANF,0010000465,,06/23/2026,inventory_manager_mi00,10:32:04,000,00/00/0000
0000736093,I,D,204,BANF,0010000466,,06/23/2026,inventory_manager_mi00,13:25:36,000,00/00/0000
0000736040,I,D,204,EINKBELEG,4500000414,ME21N,06/22/2026,buyer_mi00,09:24:00,000,00/00/0000
0000736045,I,D,204,EINKBELEG,4500000415,ME21N,06/22/2026,buyer_mi00,11:01:00,000,00/00/0000
0000736050,I,D,204,EINKBELEG,4500000416,ME21N,06/22/2026,buyer_mi00,11:49:04,000,00/00/0000
0000736055,I,D,204,EINKBELEG,4500000417,ME21N,06/22/2026,buyer_mi00,13:03:00,000,00/00/0000
0000736060,I,D,204,EINKBELEG,4500000418,ME21N,06/22/2026,buyer_mi00,13:18:00,000,00/00/0000
0000736065,I,D,204,EINKBELEG,4500000419,ME21N,06/22/2026,buyer_mi00,13:48:25,000,00/00/0000
0000736070,I,D,204,EINKBELEG,4500000420,ME21N,06/22/2026,buyer_mi00,16:16:51,000,00/00/0000
0000736075,I,D,204,EINKBELEG,4500000421,ME21N,06/22/2026,buyer_mi00,16:47:34,000,00/00/0000
0000736080,I,D,204,EINKBELEG,4500000422,ME21N,06/23/2026,buyer_mi00,08:09:00,000,00/00/0000
0000736085,I,D,204,EINKBELEG,4500000423,ME21N,06/23/2026,buyer_mi00,08:20:00,000,00/00/0000
0000736090,I,D,204,EINKBELEG,4500000424,ME21N,06/23/2026,buyer_mi00,10:50:42,000,00/00/0000
0000736095,I,D,204,EINKBELEG,4500000425,ME21N,06/23/2026,buyer_mi00,11:20:00,000,00/00/0000
0000736099,U,D,204,ADRESSE,ME020000130331,,06/23/2026,inventory_manager_mi00,14:01:13,000,00/00/0000
0000736102,U,D,204,ADRESSE,ME020000130332,ME21N,06/23/2026,buyer_mi00,11:56:17,000,00/00/0000
0000736104,U,D,204,ADRESSE,ME020000130333,,06/23/2026,inventory_manager_mi00,14:22:18,000,00/00/0000
0000736107,U,D,204,ADRESSE,ME020000130334,ME21N,06/23/2026,buyer_mi00,13:11:00,000,00/00/0000
0000736109,U,D,204,ADRESSE,ME020000130335,,06/23/2026,inventory_manager_mi00,14:46:37,000,00/00/0000
0000736111,U,D,204,ADRESSE,ME020000130336,,06/23/2026,inventory_manager_mi00,15:17:17,000,00/00/0000
0000736114,U,D,204,ADRESSE,ME020000130337,ME21N,06/23/2026,buyer_mi00,15:11:13,000,00/00/0000
0000736117,U,D,204,ADRESSE,ME020000130338,ME21N,06/23/2026,buyer_mi00,15:22:13,000,00/00/0000
0000736119,U,D,204,ADRESSE,ME020000130339,,06/23/2026,inventory_manager_mi00,15:38:34,000,00/00/0000
0000736122,U,D,204,ADRESSE,ME020000130340,ME21N,06/23/2026,buyer_mi00,16:17:18,000,00/00/0000
0000736124,U,D,204,ADRESSE,ME020000130341,,06/23/2026,inventory_manager_mi00,16:08:27,000,00/00/0000
0000736127,U,D,204,ADRESSE,ME020000130342,ME21N,06/23/2026,buyer_mi00,17:14:37,000,00/00/0000
0000736129,U,D,204,ADRESSE,ME020000130343,,06/24/2026,inventory_manager_mi00,08:29:50,000,00/00/0000
0000736132,U,D,204,ADRESSE,ME020000130344,ME21N,06/23/2026,buyer_mi00,17:23:37,000,00/00/0000
0000736134,U,D,204,ADRESSE,ME020000130345,,06/24/2026,inventory_manager_mi00,08:39:50,000,00/00/0000
0000736137,U,D,204,ADRESSE,ME020000130346,ME21N,06/24/2026,buyer_mi00,08:11:00,000,00/00/0000
0000736139,U,D,204,ADRESSE,ME020000130347,,06/24/2026,inventory_manager_mi00,09:03:34,000,00/00/0000
0000736141,U,D,204,ADRESSE,ME020000130348,,06/24/2026,inventory_manager_mi00,09:47:28,000,00/00/0000
0000736144,U,D,204,ADRESSE,ME020000130349,ME21N,06/24/2026,buyer_mi00,08:27:00,000,00/00/0000
0000736147,U,D,204,ADRESSE,ME020000130350,ME21N,06/24/2026,buyer_mi00,10:00:34,000,00/00/0000
0000736149,U,D,204,ADRESSE,ME020000130351,,06/24/2026,inventory_manager_mi00,10:05:25,000,00/00/0000
0000736152,U,D,204,ADRESSE,ME020000130352,ME21N,06/24/2026,buyer_mi00,10:17:50,000,00/00/0000
0000736154,U,D,204,ADRESSE,ME020000130353,,06/24/2026,inventory_manager_mi00,14:37:56,000,00/00/0000
0000736157,U,D,204,ADRESSE,ME020000130354,ME21N,06/24/2026,buyer_mi00,10:57:28,000,00/00/0000
0000736159,U,D,204,ADRESSE,ME020000130355,,06/24/2026,inventory_manager_mi00,15:12:13,000,00/00/0000
0000736162,U,D,204,ADRESSE,ME020000130356,ME21N,06/24/2026,buyer_mi00,11:11:28,000,00/00/0000
0000736164,U,D,204,ADRESSE,ME020000130357,,06/24/2026,inventory_manager_mi00,15:34:34,000,00/00/0000
0000736101,U,D,204,BANF,0010000463,ME21N,06/23/2026,buyer_mi00,11:56:17,000,00/00/0000
0000736106,U,D,204,BANF,0010000465,ME21N,06/23/2026,buyer_mi00,13:11:00,000,00/00/0000
0000736116,U,D,204,BANF,0010000466,ME21N,06/23/2026,buyer_mi00,15:22:13,000,00/00/0000
0000736098,I,D,204,BANF,0010000467,,06/23/2026,inventory_manager_mi00,14:01:13,000,00/00/0000
0000736113,U,D,204,BANF,0010000467,ME21N,06/23/2026,buyer_mi00,15:11:13,000,00/00/0000
0000736103,I,D,204,BANF,0010000468,,06/23/2026,inventory_manager_mi00,14:22:18,000,00/00/0000
0000736121,U,D,204,BANF,0010000468,ME21N,06/23/2026,buyer_mi00,16:17:18,000,00/00/0000
0000736108,I,D,204,BANF,0010000469,,06/23/2026,inventory_manager_mi00,14:46:37,000,00/00/0000
0000736126,U,D,204,BANF,0010000469,ME21N,06/23/2026,buyer_mi00,17:14:37,000,00/00/0000
0000736110,I,D,204,BANF,0010000470,,06/23/2026,inventory_manager_mi00,15:17:17,000,00/00/0000
0000736131,U,D,204,BANF,0010000470,ME21N,06/23/2026,buyer_mi00,17:23:37,000,00/00/0000
0000736118,I,D,204,BANF,0010000471,,06/23/2026,inventory_manager_mi00,15:38:34,000,00/00/0000
0000736136,U,D,204,BANF,0010000471,ME21N,06/24/2026,buyer_mi00,08:11:00,000,00/00/0000
0000736123,I,D,204,BANF,0010000472,,06/23/2026,inventory_manager_mi00,16:08:27,000,00/00/0000
0000736143,U,D,204,BANF,0010000472,ME21N,06/24/2026,buyer_mi00,08:27:00,000,00/00/0000
0000736128,I,D,204,BANF,0010000473,,06/24/2026,inventory_manager_mi00,08:29:50,000,00/00/0000
0000736151,U,D,204,BANF,0010000473,ME21N,06/24/2026,buyer_mi00,10:17:50,000,00/00/0000
0000736133,I,D,204,BANF,0010000474,,06/24/2026,inventory_manager_mi00,08:39:50,000,00/00/0000
0000736161,U,D,204,BANF,0010000474,ME21N,06/24/2026,buyer_mi00,11:11:28,000,00/00/0000
0000736138,I,D,204,BANF,0010000475,,06/24/2026,inventory_manager_mi00,09:03:34,000,00/00/0000
0000736146,U,D,204,BANF,0010000475,ME21N,06/24/2026,buyer_mi00,10:00:34,000,00/00/0000
0000736140,I,D,204,BANF,0010000476,,06/24/2026,inventory_manager_mi00,09:47:28,000,00/00/0000
0000736156,U,D,204,BANF,0010000476,ME21N,06/24/2026,buyer_mi00,10:57:28,000,00/00/0000
0000736148,I,D,204,BANF,0010000477,,06/24/2026,inventory_manager_mi00,10:05:25,000,00/00/0000
0000736153,I,D,204,BANF,0010000478,,06/24/2026,inventory_manager_mi00,14:37:56,000,00/00/0000
0000736158,I,D,204,BANF,0010000479,,06/24/2026,inventory_manager_mi00,15:12:13,000,00/00/0000
0000736163,I,D,204,BANF,0010000480,,06/24/2026,inventory_manager_mi00,15:34:34,000,00/00/0000
0000736100,I,D,204,EINKBELEG,4500000426,ME21N,06/23/2026,buyer_mi00,11:56:17,000,00/00/0000
0000736105,I,D,204,EINKBELEG,4500000427,ME21N,06/23/2026,buyer_mi00,13:11:00,000,00/00/0000
0000736112,I,D,204,EINKBELEG,4500000428,ME21N,06/23/2026,buyer_mi00,15:11:13,000,00/00/0000
0000736115,I,D,204,EINKBELEG,4500000429,ME21N,06/23/2026,buyer_mi00,15:22:13,000,00/00/0000
0000736120,I,D,204,EINKBELEG,4500000430,ME21N,06/23/2026,buyer_mi00,16:17:18,000,00/00/0000
0000736125,I,D,204,EINKBELEG,4500000431,ME21N,06/23/2026,buyer_mi00,17:14:37,000,00/00/0000
0000736130,I,D,204,EINKBELEG,4500000432,ME21N,06/23/2026,buyer_mi00,17:23:37,000,00/00/0000
0000736135,I,D,204,EINKBELEG,4500000433,ME21N,06/24/2026,buyer_mi00,08:11:00,000,00/00/0000
0000736142,I,D,204,EINKBELEG,4500000434,ME21N,06/24/2026,buyer_mi00,08:27:00,000,00/00/0000
0000736145,I,D,204,EINKBELEG,4500000435,ME21N,06/24/2026,buyer_mi00,10:00:34,000,00/00/0000
0000736150,I,D,204,EINKBELEG,4500000436,ME21N,06/24/2026,buyer_mi00,10:17:50,000,00/00/0000
0000736155,I,D,204,EINKBELEG,4500000437,ME21N,06/24/2026,buyer_mi00,10:57:28,000,00/00/0000
0000736160,I,D,204,EINKBELEG,4500000438,ME21N,06/24/2026,buyer_mi00,11:11:28,000,00/00/0000
0000736167,U,D,204,ADRESSE,ME020000130358,ME21N,06/24/2026,buyer_mi00,13:08:00,000,00/00/0000
0000736169,U,D,204,ADRESSE,ME020000130359,,06/25/2026,inventory_manager_mi00,08:18:00,000,00/00/0000
0000736172,U,D,204,ADRESSE,ME020000130360,ME21N,06/24/2026,buyer_mi00,15:30:56,000,00/00/0000
0000736174,U,D,204,ADRESSE,ME020000130361,,06/25/2026,inventory_manager_mi00,08:36:00,000,00/00/0000
0000736177,U,D,204,ADRESSE,ME020000130362,ME21N,06/25/2026,buyer_mi00,08:09:00,000,00/00/0000
0000736179,U,D,204,ADRESSE,ME020000130363,,06/25/2026,inventory_manager_mi00,08:48:00,000,00/00/0000
0000736181,U,D,204,ADRESSE,ME020000130364,,06/25/2026,inventory_manager_mi00,09:31:55,000,00/00/0000
0000736184,U,D,204,ADRESSE,ME020000130365,ME21N,06/25/2026,buyer_mi00,08:24:00,000,00/00/0000
0000736186,U,D,204,ADRESSE,ME020000130366,,06/25/2026,inventory_manager_mi00,09:58:26,000,00/00/0000
0000736189,U,D,204,ADRESSE,ME020000130367,ME21N,06/25/2026,buyer_mi00,11:12:00,000,00/00/0000
0000736191,U,D,204,ADRESSE,ME020000130368,,06/25/2026,inventory_manager_mi00,10:52:40,000,00/00/0000
0000736194,U,D,204,ADRESSE,ME020000130369,ME21N,06/25/2026,buyer_mi00,11:21:00,000,00/00/0000
0000736196,U,D,204,ADRESSE,ME020000130370,,06/25/2026,inventory_manager_mi00,11:25:59,000,00/00/0000
0000736199,U,D,204,ADRESSE,ME020000130371,ME21N,06/25/2026,buyer_mi00,11:29:00,000,00/00/0000
0000736201,U,D,204,ADRESSE,ME020000130372,,06/25/2026,inventory_manager_mi00,11:54:47,000,00/00/0000
0000736204,U,D,204,ADRESSE,ME020000130373,ME21N,06/25/2026,buyer_mi00,11:43:00,000,00/00/0000
0000736206,U,D,204,ADRESSE,ME020000130374,,06/25/2026,inventory_manager_mi00,13:54:55,000,00/00/0000
0000736209,U,D,204,ADRESSE,ME020000130375,ME21N,06/25/2026,buyer_mi00,11:55:00,000,00/00/0000
0000736211,U,D,204,ADRESSE,ME020000130376,,06/25/2026,inventory_manager_mi00,14:38:46,000,00/00/0000
0000736214,U,D,204,ADRESSE,ME020000130377,ME21N,06/25/2026,buyer_mi00,13:05:00,000,00/00/0000
0000736216,U,D,204,ADRESSE,ME020000130378,,06/25/2026,inventory_manager_mi00,15:23:24,000,00/00/0000
0000736218,U,D,204,ADRESSE,ME020000130379,,06/26/2026,inventory_manager_mi00,08:12:00,000,00/00/0000
0000736221,U,D,204,ADRESSE,ME020000130380,ME21N,06/25/2026,buyer_mi00,13:18:00,000,00/00/0000
0000736224,U,D,204,ADRESSE,ME020000130381,ME21N,06/25/2026,buyer_mi00,13:44:59,000,00/00/0000
0000736226,U,D,204,ADRESSE,ME020000130382,,06/26/2026,inventory_manager_mi00,08:45:35,000,00/00/0000
0000736229,U,D,204,ADRESSE,ME020000130383,ME21N,06/25/2026,buyer_mi00,15:56:46,000,00/00/0000
0000736231,U,D,204,ADRESSE,ME020000130384,,06/26/2026,inventory_manager_mi00,09:17:02,000,00/00/0000
0000736166,U,D,204,BANF,0010000477,ME21N,06/24/2026,buyer_mi00,13:08:00,000,00/00/0000
0000736171,U,D,204,BANF,0010000478,ME21N,06/24/2026,buyer_mi00,15:30:56,000,00/00/0000
0000736176,U,D,204,BANF,0010000479,ME21N,06/25/2026,buyer_mi00,08:09:00,000,00/00/0000
0000736183,U,D,204,BANF,0010000480,ME21N,06/25/2026,buyer_mi00,08:24:00,000,00/00/0000
0000736168,I,D,204,BANF,0010000481,,06/25/2026,inventory_manager_mi00,08:18:00,000,00/00/0000
0000736188,U,D,204,BANF,0010000481,ME21N,06/25/2026,buyer_mi00,11:12:00,000,00/00/0000
0000736173,I,D,204,BANF,0010000482,,06/25/2026,inventory_manager_mi00,08:36:00,000,00/00/0000
0000736193,U,D,204,BANF,0010000482,ME21N,06/25/2026,buyer_mi00,11:21:00,000,00/00/0000
0000736178,I,D,204,BANF,0010000483,,06/25/2026,inventory_manager_mi00,08:48:00,000,00/00/0000
0000736198,U,D,204,BANF,0010000483,ME21N,06/25/2026,buyer_mi00,11:29:00,000,00/00/0000
0000736180,I,D,204,BANF,0010000484,,06/25/2026,inventory_manager_mi00,09:31:55,000,00/00/0000
0000736203,U,D,204,BANF,0010000484,ME21N,06/25/2026,buyer_mi00,11:43:00,000,00/00/0000
0000736185,I,D,204,BANF,0010000485,,06/25/2026,inventory_manager_mi00,09:58:26,000,00/00/0000
0000736220,U,D,204,BANF,0010000485,ME21N,06/25/2026,buyer_mi00,13:18:00,000,00/00/0000
0000736190,I,D,204,BANF,0010000486,,06/25/2026,inventory_manager_mi00,10:52:40,000,00/00/0000
0000736208,U,D,204,BANF,0010000486,ME21N,06/25/2026,buyer_mi00,11:55:00,000,00/00/0000
0000736195,I,D,204,BANF,0010000487,,06/25/2026,inventory_manager_mi00,11:25:59,000,00/00/0000
0000736223,U,D,204,BANF,0010000487,ME21N,06/25/2026,buyer_mi00,13:44:59,000,00/00/0000
0000736200,I,D,204,BANF,0010000488,,06/25/2026,inventory_manager_mi00,11:54:47,000,00/00/0000
0000736213,U,D,204,BANF,0010000488,ME21N,06/25/2026,buyer_mi00,13:05:00,000,00/00/0000
0000736205,I,D,204,BANF,0010000489,,06/25/2026,inventory_manager_mi00,13:54:55,000,00/00/0000
0000736210,I,D,204,BANF,0010000490,,06/25/2026,inventory_manager_mi00,14:38:46,000,00/00/0000
0000736228,U,D,204,BANF,0010000490,ME21N,06/25/2026,buyer_mi00,15:56:46,000,00/00/0000
0000736215,I,D,204,BANF,0010000491,,06/25/2026,inventory_manager_mi00,15:23:24,000,00/00/0000
0000736217,I,D,204,BANF,0010000492,,06/26/2026,inventory_manager_mi00,08:12:00,000,00/00/0000
0000736225,I,D,204,BANF,0010000493,,06/26/2026,inventory_manager_mi00,08:45:35,000,00/00/0000
0000736230,I,D,204,BANF,0010000494,,06/26/2026,inventory_manager_mi00,09:17:02,000,00/00/0000
0000736165,I,D,204,EINKBELEG,4500000439,ME21N,06/24/2026,buyer_mi00,13:08:00,000,00/00/0000
0000736170,I,D,204,EINKBELEG,4500000440,ME21N,06/24/2026,buyer_mi00,15:30:56,000,00/00/0000
0000736175,I,D,204,EINKBELEG,4500000441,ME21N,06/25/2026,buyer_mi00,08:09:00,000,00/00/0000
0000736182,I,D,204,EINKBELEG,4500000442,ME21N,06/25/2026,buyer_mi00,08:24:00,000,00/00/0000
0000736187,I,D,204,EINKBELEG,4500000443,ME21N,06/25/2026,buyer_mi00,11:12:00,000,00/00/0000
0000736192,I,D,204,EINKBELEG,4500000444,ME21N,06/25/2026,buyer_mi00,11:21:00,000,00/00/0000
0000736197,I,D,204,EINKBELEG,4500000445,ME21N,06/25/2026,buyer_mi00,11:29:00,000,00/00/0000
0000736202,I,D,204,EINKBELEG,4500000446,ME21N,06/25/2026,buyer_mi00,11:43:00,000,00/00/0000
0000736207,I,D,204,EINKBELEG,4500000447,ME21N,06/25/2026,buyer_mi00,11:55:00,000,00/00/0000
0000736212,I,D,204,EINKBELEG,4500000448,ME21N,06/25/2026,buyer_mi00,13:05:00,000,00/00/0000
0000736219,I,D,204,EINKBELEG,4500000449,ME21N,06/25/2026,buyer_mi00,13:18:00,000,00/00/0000
0000736222,I,D,204,EINKBELEG,4500000450,ME21N,06/25/2026,buyer_mi00,13:44:59,000,00/00/0000
0000736227,I,D,204,EINKBELEG,4500000451,ME21N,06/25/2026,buyer_mi00,15:56:46,000,00/00/0000
0000736234,U,D,204,ADRESSE,ME020000130385,ME21N,06/25/2026,buyer_mi00,16:38:55,000,00/00/0000
0000736236,U,D,204,ADRESSE,ME020000130386,,06/26/2026,inventory_manager_mi00,10:16:53,000,00/00/0000
0000736239,U,D,204,ADRESSE,ME020000130387,ME21N,06/25/2026,buyer_mi00,16:59:24,000,00/00/0000
0000736241,U,D,204,ADRESSE,ME020000130388,,06/26/2026,inventory_manager_mi00,10:40:21,000,00/00/0000
0000736244,U,D,204,ADRESSE,ME020000130389,ME21N,06/26/2026,buyer_mi00,09:37:00,000,00/00/0000
0000736246,U,D,204,ADRESSE,ME020000130390,,06/26/2026,inventory_manager_mi00,14:31:40,000,00/00/0000
0000736249,U,D,204,ADRESSE,ME020000130391,ME21N,06/26/2026,buyer_mi00,11:27:35,000,00/00/0000
0000736251,U,D,204,ADRESSE,ME020000130392,,06/26/2026,inventory_manager_mi00,14:58:25,000,00/00/0000
0000736254,U,D,204,ADRESSE,ME020000130393,ME21N,06/26/2026,buyer_mi00,11:41:02,000,00/00/0000
0000736256,U,D,204,ADRESSE,ME020000130394,,06/26/2026,inventory_manager_mi00,15:35:40,000,00/00/0000
0000736259,U,D,204,ADRESSE,ME020000130395,ME21N,06/26/2026,buyer_mi00,12:43:00,000,00/00/0000
0000736261,U,D,204,ADRESSE,ME020000130396,,06/26/2026,inventory_manager_mi00,15:46:40,000,00/00/0000
0000736264,U,D,204,ADRESSE,ME020000130397,ME21N,06/26/2026,buyer_mi00,13:25:21,000,00/00/0000
0000736266,U,D,204,ADRESSE,ME020000130398,,06/26/2026,inventory_manager_mi00,16:25:12,000,00/00/0000
0000736269,U,D,204,ADRESSE,ME020000130399,ME21N,06/26/2026,buyer_mi00,16:15:40,000,00/00/0000
0000736271,U,D,204,ADRESSE,ME020000130400,,06/29/2026,inventory_manager_mi00,08:10:00,000,00/00/0000
0000736273,U,D,204,ADRESSE,ME020000130401,,06/29/2026,inventory_manager_mi00,08:45:54,000,00/00/0000
0000736276,U,D,204,ADRESSE,ME020000130402,ME21N,06/29/2026,buyer_mi00,08:09:00,000,00/00/0000
0000736279,U,D,204,ADRESSE,ME020000130403,ME21N,06/29/2026,buyer_mi00,08:16:00,000,00/00/0000
0000736281,U,D,204,ADRESSE,ME020000130404,,06/29/2026,inventory_manager_mi00,09:10:24,000,00/00/0000
0000736284,U,D,204,ADRESSE,ME020000130405,ME21N,06/29/2026,buyer_mi00,08:24:00,000,00/00/0000
0000736286,U,D,204,ADRESSE,ME020000130406,,06/29/2026,inventory_manager_mi00,09:51:07,000,00/00/0000
0000736289,U,D,204,ADRESSE,ME020000130407,ME21N,06/29/2026,buyer_mi00,08:35:00,000,00/00/0000
0000736291,U,D,204,ADRESSE,ME020000130408,,06/29/2026,inventory_manager_mi00,13:29:48,000,00/00/0000
0000736293,U,D,204,ADRESSE,ME020000130409,,06/29/2026,inventory_manager_mi00,14:07:24,000,00/00/0000
0000736296,U,D,204,ADRESSE,ME020000130410,ME21N,06/29/2026,buyer_mi00,10:38:24,000,00/00/0000
0000736298,U,D,204,ADRESSE,ME020000130411,,06/29/2026,inventory_manager_mi00,14:36:31,000,00/00/0000
0000736233,U,D,204,BANF,0010000489,ME21N,06/25/2026,buyer_mi00,16:38:55,000,00/00/0000
0000736238,U,D,204,BANF,0010000491,ME21N,06/25/2026,buyer_mi00,16:59:24,000,00/00/0000
0000736243,U,D,204,BANF,0010000492,ME21N,06/26/2026,buyer_mi00,09:37:00,000,00/00/0000
0000736248,U,D,204,BANF,0010000493,ME21N,06/26/2026,buyer_mi00,11:27:35,000,00/00/0000
0000736253,U,D,204,BANF,0010000494,ME21N,06/26/2026,buyer_mi00,11:41:02,000,00/00/0000
0000736235,I,D,204,BANF,0010000495,,06/26/2026,inventory_manager_mi00,10:16:53,000,00/00/0000
0000736258,U,D,204,BANF,0010000495,ME21N,06/26/2026,buyer_mi00,12:43:00,000,00/00/0000
0000736240,I,D,204,BANF,0010000496,,06/26/2026,inventory_manager_mi00,10:40:21,000,00/00/0000
0000736263,U,D,204,BANF,0010000496,ME21N,06/26/2026,buyer_mi00,13:25:21,000,00/00/0000
0000736245,I,D,204,BANF,0010000497,,06/26/2026,inventory_manager_mi00,14:31:40,000,00/00/0000
0000736268,U,D,204,BANF,0010000497,ME21N,06/26/2026,buyer_mi00,16:15:40,000,00/00/0000
0000736250,I,D,204,BANF,0010000498,,06/26/2026,inventory_manager_mi00,14:58:25,000,00/00/0000
0000736275,U,D,204,BANF,0010000498,ME21N,06/29/2026,buyer_mi00,08:09:00,000,00/00/0000
0000736255,I,D,204,BANF,0010000499,,06/26/2026,inventory_manager_mi00,15:35:40,000,00/00/0000
0000736278,U,D,204,BANF,0010000499,ME21N,06/29/2026,buyer_mi00,08:16:00,000,00/00/0000
0000736260,I,D,204,BANF,0010000500,,06/26/2026,inventory_manager_mi00,15:46:40,000,00/00/0000
0000736283,U,D,204,BANF,0010000500,ME21N,06/29/2026,buyer_mi00,08:24:00,000,00/00/0000
0000736265,I,D,204,BANF,0010000501,,06/26/2026,inventory_manager_mi00,16:25:12,000,00/00/0000
0000736288,U,D,204,BANF,0010000501,ME21N,06/29/2026,buyer_mi00,08:35:00,000,00/00/0000
0000736270,I,D,204,BANF,0010000502,,06/29/2026,inventory_manager_mi00,08:10:00,000,00/00/0000
0000736272,I,D,204,BANF,0010000503,,06/29/2026,inventory_manager_mi00,08:45:54,000,00/00/0000
0000736280,I,D,204,BANF,0010000504,,06/29/2026,inventory_manager_mi00,09:10:24,000,00/00/0000
0000736295,U,D,204,BANF,0010000504,ME21N,06/29/2026,buyer_mi00,10:38:24,000,00/00/0000
0000736285,I,D,204,BANF,0010000505,,06/29/2026,inventory_manager_mi00,09:51:07,000,00/00/0000
0000736290,I,D,204,BANF,0010000506,,06/29/2026,inventory_manager_mi00,13:29:48,000,00/00/0000
0000736292,I,D,204,BANF,0010000507,,06/29/2026,inventory_manager_mi00,14:07:24,000,00/00/0000
0000736297,I,D,204,BANF,0010000508,,06/29/2026,inventory_manager_mi00,14:36:31,000,00/00/0000
0000736232,I,D,204,EINKBELEG,4500000452,ME21N,06/25/2026,buyer_mi00,16:38:55,000,00/00/0000
0000736237,I,D,204,EINKBELEG,4500000453,ME21N,06/25/2026,buyer_mi00,16:59:24,000,00/00/0000
0000736242,I,D,204,EINKBELEG,4500000454,ME21N,06/26/2026,buyer_mi00,09:37:00,000,00/00/0000
0000736247,I,D,204,EINKBELEG,4500000455,ME21N,06/26/2026,buyer_mi00,11:27:35,000,00/00/0000
0000736252,I,D,204,EINKBELEG,4500000456,ME21N,06/26/2026,buyer_mi00,11:41:02,000,00/00/0000
0000736257,I,D,204,EINKBELEG,4500000457,ME21N,06/26/2026,buyer_mi00,12:43:00,000,00/00/0000
0000736262,I,D,204,EINKBELEG,4500000458,ME21N,06/26/2026,buyer_mi00,13:25:21,000,00/00/0000
